麥當勞,https://foodtracer.taipei.gov.tw/Front/Chain/Product?id=12411160
頂呱呱,https://foodtracer.taipei.gov.tw/Front/Chain/Product?id=22368753
漢堡王,https://foodtracer.taipei.gov.tw/Front/Chain/Product?id=23309178
摩絲漢堡,https://foodtracer.taipei.gov.tw/Front/Chain/Product?id=23928945
愛爾蘭瘋薯,https://foodtracer.taipei.gov.tw/Front/Chain/Product?id=24237595
派克雞排,https://foodtracer.taipei.gov.tw/Front/Chain/Product?id=24357660
甘泉魚麵,https://foodtracer.taipei.gov.tw/Front/Chain/Product?id=28030482
胖老爹,https://foodtracer.taipei.gov.tw/Front/Chain/Product?id=42675890
百八魚場,https://foodtracer.taipei.gov.tw/Front/Chain/Product?id=53112784
Subway,https://foodtracer.taipei.gov.tw/Front/Chain/Product?id=70809245
21世紀風味館,https://foodtracer.taipei.gov.tw/Front/Chain/Product?id=89627033
肯德基,https://foodtracer.taipei.gov.tw/Front/Chain/Product?id=97161500
,
一方,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=54591495
頂呱呱,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=22368753
珍煮丹,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=52452638
teatop 台灣第一位,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=28962490
康青龍,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=24959430
萃茶風,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=54056661
一手私藏世界紅茶,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=24392809
ICE MONSTER,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=53540738
鹿角巷,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=01360214
義美,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=11768704
麥當勞,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=12411160
CoCo都可,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=12915964
伯朗咖啡館,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=16157745
西雅圖極品咖啡,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=16852172
喫茶趣ToGo,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=18559415
CHAFFEE,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=18559415EW
seven eleven,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=22555003
頂好Wellcome,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=22662257
家樂福,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=22662550
OK mart,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=22853565
全家便利商店股份有限公司,https://foodtracer.taipei.gov.tw/Front/Ice/Product?id=23060248
